,CustomerID,Recency,Frequency,Monetary,cluster_label,Recency_log,Frequency_log,Monetary_log
0,1111054000102M11,640,5,63000,0,6.46302945692067,1.791759469228055,11.050905878263567
1,1111054000102M13,640,7,27500,2,6.46302945692067,2.0794415416798357,10.221977646629885
2,1111054000102M19,640,68,888100,3,6.46302945692067,4.23410650459726,13.696840754245287
3,1111054000103M21,640,2,82300,0,6.46302945692067,1.0986122886681098,11.31813853725963
4,1111054000103M3,640,63,555400,3,6.46302945692067,4.1588830833596715,13.227445654357357
5,1111054000104M19,640,1,11500,2,6.46302945692067,0.6931471805599453,9.350189267092581
6,1111054000104M20,640,168,5271500,1,6.46302945692067,5.1298987149230735,15.47782569969845
7,1111054000104M3,640,5,58000,0,6.46302945692067,1.791759469228055,10.968215530759236
8,1111054000104M31,640,7,281500,0,6.46302945692067,2.0794415416798357,12.547891278953442
9,1111054000105M20,640,135,3287000,1,6.46302945692067,4.912654885736052,15.00548615687509
10,1111054000106M10,640,2,165900,0,6.46302945692067,1.0986122886681098,12.019146503887916
11,1111054000106M13,640,5,335000,0,6.46302945692067,1.791759469228055,12.721888795877375
12,1111054000106M19,640,9,97950,0,6.46302945692067,2.302585092994046,11.492222632611027
13,1111054000106M21,640,2,66770,0,6.46302945692067,1.0986122886681098,11.109024133525745
14,1111054000107M11,640,1,35000,2,6.46302945692067,0.6931471805599453,10.463131911491967
15,1111054000107M13,640,5,141000,0,6.46302945692067,1.791759469228055,11.856522261533737
16,1111054000107M29,640,1,140000,0,6.46302945692067,0.6931471805599453,11.849404844423074
17,1111054000201M20,640,1,20000,2,6.46302945692067,0.6931471805599453,9.90353755128617
18,1111054000202M28,640,7,31290,2,6.46302945692067,2.0794415416798357,10.35108579524461
19,1111054000202M31,640,1,224200,0,6.46302945692067,0.6931471805599453,12.32029824991355
20,1111054000204M20,640,30,1659900,3,6.46302945692067,3.4339872044851463,14.32226852000006
21,1111054000204M21,640,11,211300,0,6.46302945692067,2.4849066497880004,12.261038936200617
22,1111054000204M22,640,39,3347300,1,6.46302945692067,3.6888794541139363,15.023664907431634
23,1111054000205M10,640,1,400000,0,6.46302945692067,0.6931471805599453,12.899222326086994
24,1111054000205M11,640,8,90200,0,6.46302945692067,2.1972245773362196,11.409795792463761
25,1111054000205M17,640,201,1060850,1,6.46302945692067,5.308267697401205,13.874581974181154
26,1111054000205M21,640,10,624400,3,6.46302945692067,2.3978952727983707,13.344548069159607
27,1111054000205M26,640,59,4050020,1,6.46302945692067,4.0943445622221,15.214232624254464
28,1111054000206M11,640,33,1538700,3,6.46302945692067,3.5263605246161616,14.246449111944523
29,1111054000206M13,640,47,1218790,3,6.46302945692067,3.871201010907891,14.013369941753988
30,1111054000206M20,640,21,90900,3,6.46302945692067,3.091042453358316,11.417526281205168
31,1111054000206M22,640,1,3000,2,6.46302945692067,0.6931471805599453,8.006700845440367
32,1111054000206M29,640,11,2381000,3,6.46302945692067,2.4849066497880004,14.683031545460512
33,1111054000206M30,640,4,315000,0,6.46302945692067,1.6094379124341003,12.660331092405906
34,1111054000207M11,640,1,16000,2,6.46302945692067,0.6931471805599453,9.680406499268875
35,1111054000207M13,640,2,234000,0,6.46302945692067,1.0986122886681098,12.36308066783498
36,1111054000207M19,640,28,281400,3,6.46302945692067,3.367295829986474,12.547535977316382
37,1117057000102M10,640,3,42600,2,6.46302945692067,1.3862943611198906,10.659633006160352
38,1117057000102M13,640,11,118500,0,6.46302945692067,2.4849066497880004,11.682676678340282
39,1117057000103M20,640,37,559000,3,6.46302945692067,3.6375861597263857,13.233906541044401
40,1117057000104M11,640,14,183900,3,6.46302945692067,2.70805020110221,12.12215284831553
41,1117057000104M21,640,15,57000,0,6.46302945692067,2.772588722239781,10.950824090522445
42,1117057000104M31,640,2,131400,0,6.46302945692067,1.0986122886681098,11.786008995353765
43,1117057000105M11,640,12,208630,0,6.46302945692067,2.5649493574615367,12.248322420286952
44,1117057000105M26,640,1,300000,0,6.46302945692067,0.6931471805599453,12.611541086966115
45,1117057000105M28,640,11,160200,0,6.46302945692067,2.4849066497880004,11.984184555794167
46,1117057000107M10,640,1,10000,2,6.46302945692067,0.6931471805599453,9.210440366976517
47,1117057000202M11,640,2,610000,0,6.46302945692067,1.0986122886681098,13.321215875492413
